filename,artist,title,genre,lyrics,instrumental
blues.00010.wav,John Lee Hooker,Lonely Boy Boogie,blues,"Oh little girl, you look good to me
Hey little girl, you look good to me
I'm just a lonely boy baby, lookin' for someone to love

I went to San Antone, California too
When I got there baby, I feel a lonely boy
I didn't find nobody baby, even talk to me
That's why I'm asking you baby
Please be nice to me
'Cause I'm a lonely boy baby
Looking for someone to love
I walked into a tavern, had myself a seat
Everybody was so gay, having fun but me
When I sat down baby and looked into your face
The first thing I said little girl, you was the one for me
I said ohh, oh baby, I got eyes for you",False
blues.00011.wav,John Lee Hooker,It Serves Me Right To Suffer,blues,"It serves me right to suffer
It serves me right to be alone
It serves me right to suffer
It serves me right to be alone
Because my mind I'm still gone
In a day that has passed and gone

Every time I see a woman
And folks she make me think of mine, think of mine
Every time I see a woman, see a woman
And folks she make me think of mine
And that's why, that's why
And folks I just can't keep from cryin'

It serves me right to suffer
It serves me right to be alone
It serves me right to suffer
It serves me right to be alone
Now I'm living in the memory
Of a woman that has passed and gone

My doctor put me on
Milk, cream and alcohol
My doctor put me on, put me on
Milk, cream and alcohol
Said, ""Johnny your nerves is so bad, so bad, Johnny
Until you just can't sleep at night""
Oh yea, oh yea

It serves me right to suffer
It serves me right to be alone
Mmm",False
blues.00012.wav,Robert Johnson,Cross Road Blues,blues,"I went to the crossroad, fell down on my knees
I went to the crossroad, fell down on my knees
Asked the Lord above ""Have mercy, now save poor Bob, if you please""

Yeoo, standin' at the crossroad, tried to flag a ride
Ooo eee, I tried to flag a ride
Didn't nobody seem to know me, babe, everybody pass me by

Standin' at the crossroad, baby, risin' sun goin' down
Standin' at the crossroad, baby, eee, eee, risin' sun goin' down
I believe to my soul, now, poor Bob is sinkin' down

You can run, you can run, tell my friend Willie Brown
You can run, you can run, tell my friend Willie Brown
That I got the crossroad blues this mornin', Lord, babe, I'm sinkin' down

And I went to the crossroad, mama, I looked east and west
I went to the crossroad, baby, I looked east and west
Lord, I didn't have no sweet woman, ooh well, babe, in my distress",False
blues.00013.wav,Robert Johnson,Terraplane Blues,blues,"And I feel so lonesome
You hear me when I moan
When I feel so lonesome
You hear me when I moan
Who been drivin' my Terraplane
For you since I been gone?
I'd said, ""I'll flash your lights, mama
Your horn won't even blow""
Somebody's been runnin'
My batteries down on this machine
I even flash my lights, mama
This horn won't even blow
Got a short in this connection
Hoo well, babe, it's way down below
I'm goin' heist your hood, mama
I'm bound to check your oil
I'm goin' heist your hood, mama
I'm bound to check your oil
I got a woman that I'm lovin'
Way down in Arkansas

Now, you know the coils ain't even buzzin'
Little generator won't get the spark
Motor's in a bad condition
You gotta have these batteries charged
But I'm cryin', please, please don't do me wrong
Who been drivin' my Terraplane
Now for you since I been gone
Mr. Highway Man, please don't block the road
Please, please don't block the road

Cause she's reachin' a cold one hundred
And I'm booked and I got to go
Yoo, you hear me weep and moan
Who been drivin' my Terraplane
Now for you since I been gone

I'm gon' get down in this connection
Keep on tanglin' with your wires
I'm gon' get down in this connection
Oh well, keep on tanglin' with these wires
And when I mash down on your little starter
Then your spark plug will give me fire",False
blues.00014.wav,Robert Johnson,Come On In My Kitchen,blues,"
Mmm mmm mmm mmm mmm
Mmm mmm mmm mmm mmm
Mmm mmm mmm mmm mmm
Mmm mmm mmm mmm mmm
You better come on in my kitchen
Hey, it's goin' to be rainin' outdoors


Ah, the woman I love, took from my best friend
Some joker got lucky, stole her back again
You better come on in my kitchen
Hey, it's goin' to be rainin' outdoors

Ah ah, she's gone, I know she won't come back
I've taken the last nickel out of her nation sack
You better come on in my kitchen
Hey, it's goin' to be rainin' outdoors



Oh, can't you hear that wind howl?
You better come on in my kitchen
Hey, it's going to be rainin' outdoors


When a woman gets in trouble, everybody throws her down
Looking for her good friend, none can be found
You better come on in my kitchen
Hey, it's going to be rainin' outdoors


Winter time's comin', it's gon' be slow
You can't make the winter, babe, that's dry long so
You better come on in my kitchen
'Cause it's going to be rainin' outdoors",False
blues.00015.wav,Robert Johnson,Walking blues,blues,"I woke up this morning, feeling round for my shoes
Know 'bout 'at I got these, old walking blues
Woke up this morning, feeling round for my shoes
But you know 'bout 'at I, got these old walking blues

Lord, I feel like blowing my old lonesome horn
Got up this morning, my little Bernice was gone
Lord, I feel like blowing my lonesome horn
Well I got up this morning all I had was gone

Well leave this morn' of I have to ride the blind
I've feel mistreated and I don't mind dying
Leaving this morn', I have to ride a blind
Babe, I been mistreated, baby, and I don't mind dying
Well, some people tell me that the worried blues ain't bad
Worst old feeling I most ever had, some
People tell me that these old worried old blues ain't bad
It's the worst old feeling, I 'most ever had

She got an Elgin movement from her head down to her toes
Break in on a dollar most anywhere she goes
My head down to her toes, oh how nice
Lord she break in on a dollar most anywhere she goes",False
blues.00016.wav,Robert Johnson,Last Fair Deal Gone Down,blues,"
It's the last fair deal gone down
Last fair deal gone down
It's the last fair deal gone down, good Lord
On that Gulfport Island Road


Ida Belle don't cry this time
Ida Belle don't cry this time
If you cry 'bout a nickel, you die 'bout a dime
She wouldn't cry, but the money won't mind

I love the way you do
I love the way you do
I love the way you do, good Lord
On this Gulfport Island Road


My captain's so mean on me
My captain's so mean on me
My captain's so mean on me, good Lord
On this Gulfport Island Road


Take camp, baby, and sing
Camp, baby, and sing
Let's camp, baby, and sing, good Lord
On that Gulfport Island Road


I've the last fair deal gone down
It's the last fair deal gone down
It's the last fair deal gone down, dear Lord
On this Gulfport Island Road


I'm working my way back home
I'm working my way back home
I'm working my way back home, good Lord
On this Gulfport Island Road

And that thing don't keep ringing so soon
That thing don't keep ringing so soon
And that thing don't keep ringing so soon, good Lord
On that Gulf-ed Port Island Road",False
blues.00017.wav,Robert Johnson,32-20 Blues,blues,"'F I send for my baby, and she don't come
'F I send for my baby, man, and she don't come
All the doctors in Hot Springs sure can't help her none

And if she gets unruly, thinks she don't wan' do
And if she gets unruly and thinks she don't wan' do
Take my .32-20, now, and cut her half in two
She got a .38 special but I believe it's most too light
She got a .38 special but I believe it's most too light
I got a .32-20, got to make the caps alright
If I send for my baby, man, and she don't come
If I send for my baby, man, and she don't come
All the doctors in Hot Springs sure can't help her none

I'm gonna shoot my pistol, gonna shoot my gatling gun
I'm gonna shoot my pistol, gotta shoot my gatling gun
You made me love you, now your man have come

Ahoh, baby, where you stayed last night
Ahah, baby, where you stayed last night
You got your hair all tangled and you ain't talking right

Her .38 special, boys, it do very well
Her .38 special, boys, it do very well
I got a .32-20 now, and it's a burning

If I send for my baby, man, and she don't come
If I send for my baby, man, and she don't come
All the doctors in West Country sure can't help her none

Hey, hey, baby, where you stayed last night
Hey, hey, baby, where you stayed last night
You didn't come home until the sun was shining bright

Ahoh boy, I just can't take my rest
Ahoh boy, I just can't take my rest
With this .32-20 laying up and down my breast",False
blues.00018.wav,Robert Johnson,Kind Hearted Woman Blues,blues,"
I got a kind hearted Mama
Do anything in this world for me
I got a kind hearted Mama
Do anything in this world for me
But these evil-hearted women
Man, they will not let me be


I love my baby
My baby don't love me
I love my baby, oooh
My baby don't love me
But I really love that woman
Can't stand to leave her be

A-ain't but the one thing
Makes Mister Johnson drink
I's worried 'bout how you treat me, baby
I begin to think
Oh babe, my life don't feel the same
You breaks my heart
When you call Mister So-and-So's name


She's a kindhearted woman
She studies evil all the time
She's a kindhearted woman
She studies evil all the time
You well's to kill me
As to have it on your mind",False
blues.00019.wav,Robert Johnson,If I Had Possession Over Judgement Day,blues,"
If I had possession over judgement day
If I had possession over judgement day
Lord, the little woman I'm lovin' wouldn't have no right to pray
And I went to the mountain, lookin' far as my eyes could see
And I went to the mountain, lookin' far as my eyes could see
Some other man got my woman and the 'a lonesome blues got me
And I rolled and I tumbled and I cried the whole night long
And I rolled and I tumbled and I cried the whole night long
Boy, I woke up this mornin', my biscuit roller gone
Had to fold my armes and I slowly walked away
 'I didn't like the way she done.'
Had to fold my armes and I slowly walked away
I said in my mind, Yo' trouble gon' come someday
Now run here, baby, set down on my knee
Now run here, baby, set down on my knee
I wanna tell you all about the way they treated me",False
blues.00020.wav,Robert Johnson,Preachin' Blues,blues,"Mmmmm mmmmm
I's up this mornin', ah, blues walkin' like a man
I's up this mornin', ah, blues walkin' like a man
Worried blues, give me your right hand

And the blues fell mama's child, tore me all upside down
Blues fell mama's child, and it tore me all upside down
Travel on, poor Bob, just can't turn you 'round

The blues, is a low-down shakin' chill

Mmmmm mmmmm
Is a low-down shakin' chill
You ain't never had 'em I, hope you never will
Well, the blues , is a achin' old heart disease

The blues, is a low-down achin' heart disease
Like consumption, killing me by degrees

I can study rain, oh oh drive, oh oh drive my blues
I been studyin' the rain and, I'm 'on drive my blues away
Goin' to the 'stil'ry, stay out there all day",False
blues.00021.wav,Robert Johnson,When You Got A Good Friend,blues,"When you got a good friend, that will stay right by your side
When you got a good friend, that will stay right by your side
Give her all of your spare time, love and treat her right

I mistreated my baby, and I can't see no reason why
I mistreated my baby, but I can't see no reason why
Every time I think about it, I just wring my hands and cry

Wonder could I bear apologize, or would she sympathize with me
Mmm mmm mmm, would she sympathize with me
She's a brown skin woman, just as sweet as a girl friend can be
Mmm mmm, babe, I may be right ay wrong
Baby it's yo'why opinion, oh, I may be right ay wrong
Watch your close friend, baby, then your enemies can't do no harm

When you got a good friend, that will stay right by your side
When you got a good friend, that will stay right by your side
Give her all of your spare time, love and treat her right",False
blues.00022.wav,Robert Johnson,Ramblin' On My Mind,blues,"I got ramblin', I got ramblin' on my mind
I got ramblin', I got ramblin' all on my mind
Hate to leave my baby, but you treats me so unkind

I got mean things, I got mean things all on my mind
Little girl, little girl, I got mean things all on my mind
Hate to leave you here, babe, but you treats me so unkind

Runnin' down to the station, catch the first mail train I see

Runnin' down to the station, catch the old first mail train I see
I got the blues about Miss So-and-So and the child got the blues about me
And I'm leavin' this mornin', with my arm' fold' up and cryin'
And I'm leavin' this mornin', with my arm' fold' up and cryin'
Hate to leave my baby, but she treats me so unkind

I got mean things, I've got mean things on my mind
I got mean things, I got mean things all on my mind
I got to leave my baby, well, she treats me so unkind",False
blues.00023.wav,Robert Johnson,Stones In My Passway,blues,"I got stones in my passway
And all my roads seem dark at night
I got stones in my passway
And all my roads seem dark at night
I have pains in my heart
They have taken my appetite

I have a bird to whistle
I have a bird to sing
Have a bird to whistle
And I have a bird to sing
I have a woman that I'm loving
Boy, but she don't mean a thing
My enemies have betrayed me
Have overtaken poor Bob at last
My enemies have betrayed me
Have overtaken poor Bob at last
And 'eres one thing certainly
They have stones all in my pass

Now you trying to take my life
And all my loving too
You laid a passway for me
Now what are you trying to do
I'm crying please
Please let us be friends
And when you hear me howling in my passway rider
Please open your door and let me in

I've got three legs to truck home
Boys please don't block my road
I've got three legs to truck home
Boys please don't block my road
I've been feeling ashamed about my rider
Babe, I'm booked and I got to go",False
blues.00024.wav,Robert Johnson,Traveling Riverside Blues,blues,"
If your man get personal, want you to have your fun
If your man get personal, want you to have your fun
Come on back to Friar's Point, mama, and barrelhouse all night long


I got womens in Vicksburg, clean on into Tennessee
I got womens in Vicksburg, clean on into Tennessee
But my Friar's Point rider, now, hops all over me


I ain't gon' to state no color, but her front teeth is crowned with gold
I ain't gon' to state no color, but her front teeth crowned with gold
She got a lean on my body, now, mark is on my soul

I'm going to Rosedale, gon' take my rider by my side
Lord, I'm going to Rosedale, gon' take my rider by my side
We goin' to barrelhouse all night long, 'cause it's on the riverside


Now you can squeeze my lemon 'til the juice run down my leg
You can squeeze my lemon 'til the juice run down my leg
Baby, I'm goin' back to Friars Point if I be rockin' to my head",False
blues.00025.wav,Robert Johnson,Milkcow's Calf Blues,blues,"Tell me, milkcow, what on earth is wrong with you
Hoo hoo, milkcow, what on earth is wrong with you
Now you have a little new calf, hoo hoo, and your milk is turning blue

Your calf is hungry, and I believe he needs a suck
Your calf is hungry, hoo hoo, I believe he needs a suck
But your milk is turning blue, hoo hoo, I believe he's outta luck

Now I feel like milking and my, cow won't come
I feel like chu'in' and my, milk won't turn
I'm crying please, please don't do me wrong
If you can old milkcow, baby now, hoo hoo, drive home
My milkcow been rambling, hoo hoo, for miles around
My milkcow been rambling, hoo hoo, for miles around
Well, she been troubling some other bull cow, hoo hoo, in this man's town",False
blues.00026.wav,Robert Johnson,Me And The Devil Blues,blues,"Widespread Panic
Miscellaneous
Me And The Devil Blues , Heaven (Robert Johnson 
Brian Whitman
The Original Lyrics File
Early this morning
I heard you knock upon my door

I said, ""Hello, Satan -
I believe it's time to go""
Me and the devil
We were walking side by side

I'm gonna love your woman, Satan
Till I'm satisfied
She said, ""You may know your ways
But I've been dogged around""
""You may know your ways
But I can hear you come to dog me around""
Must be that evil spirit
Way deep down in the ground
We'll bury my body
Down by the highway-side

That way my evil spirit
Can rise up, take a Greyhound bus and ride

Everyone's tryin'
To get to the bar
The name of the bar
The bar is called Heaven
In Heaven the band plays
Our favorite song
They play it one more time
They play it all night long
Chorus:
Oh! Heaven
It is a place
A place where nothing
Nothing ever happens
And there is a party
Everyone is there
Everybody gonna leave at exactly the same time
Its hard to imagine
That nothin' at all
Could be so exciting
Chorus
And there is a party
Everyone is there
Everybody gonna leave at exactly the same time 
Its hard to imagine
That nothin' at all
Could be so exciting, or this much fun
Chorus X2
********************",False
blues.00027.wav,Robert Johnson,Hell Hound On My Trail,blues,"
I got to keep movin', I got to keep movin'
Blues fallin' down like hail, blues fallin' down like hail
Umm mmm mmm mmm
Blues fallin' down like hail, blues fallin' down like hail
And the days keeps on worryin' me
There's a hellhound on my trail, hellhound on my trail
Hellhound on my trail


If today was Christmas Eve, if today was Christmas Eve
And tomorrow was Christmas Day
If today was Christmas Eve and tomorrow was Christmas Day
Aw, wouldn't we have a time, baby?
All I would need my little sweet rider
Just to pass the time away, huh huh, to pass the time away

You sprinkled hot foot powder, mmm mmm, around my door
All around my door
You sprinkled hot foot powder all around your daddy's door, hmm hmm hmm
It keep me with ramblin' mind, rider every old place I go
Every old place I go


I can tell the wind is risin' the leaves tremblin' on the tree
Tremblin' on the tree
I can tell the wind is risin', leaves tremblin' on the tree
Hmm hmm hmm mmm
All I need's my little sweet woman and to keep my company, hey hey hey hey
My company",False
blues.00028.wav,Robert Johnson,Traveling Riverside Blues,blues,"
If your man get personal, want you to have your fun
If your man get personal, want you to have your fun
Come on back to Friar's Point, mama, and barrelhouse all night long


I got womens in Vicksburg, clean on into Tennessee
I got womens in Vicksburg, clean on into Tennessee
But my Friar's Point rider, now, hops all over me


I ain't gon' to state no color, but her front teeth is crowned with gold
I ain't gon' to state no color, but her front teeth crowned with gold
She got a lean on my body, now, mark is on my soul

I'm going to Rosedale, gon' take my rider by my side
Lord, I'm going to Rosedale, gon' take my rider by my side
We goin' to barrelhouse all night long, 'cause it's on the riverside


Now you can squeeze my lemon 'til the juice run down my leg
You can squeeze my lemon 'til the juice run down my leg
Baby, I'm goin' back to Friars Point if I be rockin' to my head",False
blues.00029.wav,Kelly Joe Phelps,The House Carpenter,blues,"Well met, well met said an old true love
Well met, well met said he
I've just returned from the salt salt sea
And it's all for the love of thee

Come in, come in my old true love
And have a seat with me
It's been three fourths of a long long year
Since together we have been

No I can't come in, I can't sit down
For I have but a moment's time
They say you are married to a house carpenter
And your heart will never be mine
Yet I could have married a king's daughter dear
And I'm sure she'd have married me
But I've forsaken her crowns of gold
And it's all for the love of thee

Will you forsaken your house carpenter
And go along with me
I'll take you where the grass grows green
On the banks of the deep blue sea

She picked up her little babe
And kisses gave it three
Say's stay right here my darling little babe
And keep your papa company

Hadn't been on the ship but about two weeks
I'm sure it was not three
'til his true love began to weep and moan
And she weeped most bitterly

Says are you weeping for my silver or my gold
Are you weeping for my silver or my store
Are you weeping for your house carpenter
Whose face you'll never see no more

I'm not weeping for your silver or your gold
No I'm not weeping for your store
I am weeping for my darling little babe
Whose face I'll never see no more
They hadn't been on the ship but about three weeks
I'm sure it was not four
'til they sprung a leak in the bottom of the ship
Sunk and never rise no more",False
blues.00030.wav,Kelly Joe Phelps,River Rat Jimmy,blues,"Drums are still playing
I can see them marching close
This he walks like a shadow
And that he dances like a ghost
The one that looks like Jimmy, Lord he scares me the most
River Rat Jimmy and Jehosophat

Playing boyhood mumblypeg
A six inch bowie blade
Out the top my redwing kickers
And down a muddy slippery grade
To the fever pitch savannah where grand daddy lay
River Rat Jimmy and Jehosophat
Little Jimmy ghostie face
Ate off the kitchen floor
Cause woman-Mum threw dinner plates
At drunken Dad on the door

He would cop his cans of beer
And close his eyes and soar
River Rat Jimmy and Jehosophat

Shouting revelation out
A boychild man of ten
Never looking up to heaven
Lord it was heaven there and then
And we wrapped our bloodied fingers like a shine-eyed mister zen
River Rat Jimmy and Jehosophat
Sho-ly, sho-ly

Neither of us knew who'd pop
And who would sink the lake
And who would run off fast enough before the bow string would break
Man we was crying for tomorrow
Through the crying and the shake
River Rat Jimmy and Jehosophat",False
blues.00031.wav,Kelly Joe Phelps,Hobo's Son,blues,"One cold summer night sally slipped away
Door left open wide not a word to say
Hard luck took its toll I can't blame her none
Not today might be here tomorrow

She knew better fare when a girl at home
Hope for a settled life, not this world to roam
Let my prayer be heard and guide me on her way
Not today might be here tomorrow

Been three years and change since I held her near
Up and down these roads I've looked everywhere
And not once have I seen the color of her hair
Not today might be here tomorrow
I'll be a hobo's son surely all my days
Whittle off the hours with a memory for my blade
And carve the hand of sally dear hoping her to find
Not today might be here tomorrow",False
blues.00032.wav,Kelly Joe Phelps,Katy,blues,"Katy's down by the cellar door
Calls for me to go
Back down to the clover
Singing soft and low
Singing soft and low

My little one's mother is
Holding him and crying
She hears Katy call my name
And I can see her dying
Katy says she loves me
I used to feel the same
Walking by the old boneyard
Calling out my name

Hand in hand we laid the deed
And evil we have done
Evil I will do no more
To a mother and her son

Katy Katy stay away from me
I could never quit you, no
You gotta let me be
Sharpened up my razor, picked a piece of ground
One of these dark and moonless nights
Be the last around

My lover turns to walk away
And I follow close behind
Trouble in my pocket
Sorrow in my mind and

Hand in hand we laid the deed
And evil we have done
Evil I will do no more
To a mother and her son
Katy Katy stay away from me
I could never quit you, no
You gotta let me be
Sharpened up my razor, picked a piece of ground
One of these dark and moonless nights
Be the last around

Dark is finally coming on and
Silence in the woods
Would a man do over if the lord said that he could

God it's too late now the night has come
Trouble them no more
The cold steel blade across my neck
Suffering will be over

Katy Katy stay away from me
I could never quit you, no
You gotta let me be
Sharpened up my razor, picked a piece of ground
One of these dark and moonless nights
Will be the last around",False
blues.00033.wav,Kelly Joe Phelps,Wandering Away,blues,"Will I shed one more tear for my broken family
And have a glass of whiskey with another friend
That has nowhere to be
Get my feet on the road they feel much better there
Gonna stop trying some day some year

I meant it when I told her I loved her and I did
And I meant when I said goodbye
Grabbed my suitcase and my kid
We'll find another place to call home for a while
Oh I get to itching I don't know why
Wandering away

The grey is coming the wrinkles aren't far behind
More nights than not I think this is the one where I lose my mind
Maybe I can get it right this time
Maybe I can stay up most of tonight
Cause I don't want to see her come at me again reaching for my neck

Wandering away

All these broken promises in a shoebox full of bones
Lie behind the crows feet eyes of anyone
Better when they roam
Whatever happens then falls under the wheel
Dancing to a fiddle tune with the devil on my heel

Wandering away

My knees are wobbly my back keeps going out
Try to sing like a bird but all I can do is mumble and shout and moan
Wake up to another damn day
Wish I was magic I'd make it go away
Last night in a dream I saw her again I tried to scream but couldn't

Wandering away",False
